REF_DATE,GEO,Violations,Statistics,VALUE
2019,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,7
2020,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,10
2000,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",141.82
2001,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",110.19
2002,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",62.46
2003,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",71.62
2004,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",43.55
2005,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",62.65
2006,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",38.95
2007,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",54.15
2008,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",31.36
2009,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",55.21
2010,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",50.97
2011,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",46.79
2012,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",49.03
2013,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",50.94
2014,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",25.02
2015,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",24.67
2016,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",27.05
2017,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",42.61
2018,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",41.95
2019,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",18.13
2020,Nunavut [62],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",25.41
2000,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,446
2001,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,476
2002,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,609
2003,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,726
2004,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,662
2005,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,519
2006,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,405
2007,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,385
2008,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,416
2009,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,389
2010,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,464
2011,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,413
2012,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,398
2013,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,421
2014,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,385
2015,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,386
2016,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,269
2017,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,349
2018,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,317
2019,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,313
2020,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,244
2000,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1621.82
2001,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1691.9
2002,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2113.19
2003,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2476.13
2004,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2217.46
2005,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1711.29
2006,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1314.42
2007,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1226.31
2008,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1304.4
2009,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1193.25
2010,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1391.18
2011,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1207.88
2012,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1147.9
2013,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1191.39
2014,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1070.31
2015,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1057.88
2016,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",727.52
2017,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",929.53
2018,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",831.08
2019,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",810.59
2020,Nunavut [62],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",620.03
2000,Nunavut [62],Fraud [2160],Actual incidents,72
2001,Nunavut [62],Fraud [2160],Actual incidents,92
2002,Nunavut [62],Fraud [2160],Actual incidents,89
2003,Nunavut [62],Fraud [2160],Actual incidents,85
2004,Nunavut [62],Fraud [2160],Actual incidents,77
2005,Nunavut [62],Fraud [2160],Actual incidents,79
2006,Nunavut [62],Fraud [2160],Actual incidents,55
2007,Nunavut [62],Fraud [2160],Actual incidents,70
2008,Nunavut [62],Fraud [2160],Actual incidents,83
2009,Nunavut [62],Fraud [2160],Actual incidents,51
2010,Nunavut [62],Fraud [2160],Actual incidents,54
2011,Nunavut [62],Fraud [2160],Actual incidents,44
2012,Nunavut [62],Fraud [2160],Actual incidents,58
2013,Nunavut [62],Fraud [2160],Actual incidents,58
2014,Nunavut [62],Fraud [2160],Actual incidents,64
2015,Nunavut [62],Fraud [2160],Actual incidents,48
2016,Nunavut [62],Fraud [2160],Actual incidents,79
2017,Nunavut [62],Fraud [2160],Actual incidents,54
2018,Nunavut [62],Fraud [2160],Actual incidents,75
2019,Nunavut [62],Fraud [2160],Actual incidents,71
2020,Nunavut [62],Fraud [2160],Actual incidents,72
2000,Nunavut [62],Fraud [2160],"Rate per 100,000 population",261.82
2001,Nunavut [62],Fraud [2160],"Rate per 100,000 population",327.01
2002,Nunavut [62],Fraud [2160],"Rate per 100,000 population",308.82
2003,Nunavut [62],Fraud [2160],"Rate per 100,000 population",289.9
2004,Nunavut [62],Fraud [2160],"Rate per 100,000 population",257.92
2005,Nunavut [62],Fraud [2160],"Rate per 100,000 population",260.49
2006,Nunavut [62],Fraud [2160],"Rate per 100,000 population",178.5
2007,Nunavut [62],Fraud [2160],"Rate per 100,000 population",222.97
2008,Nunavut [62],Fraud [2160],"Rate per 100,000 population",260.25
2009,Nunavut [62],Fraud [2160],"Rate per 100,000 population",156.44
2010,Nunavut [62],Fraud [2160],"Rate per 100,000 population",161.9
2011,Nunavut [62],Fraud [2160],"Rate per 100,000 population",128.69
2012,Nunavut [62],Fraud [2160],"Rate per 100,000 population",167.28
2013,Nunavut [62],Fraud [2160],"Rate per 100,000 population",164.13
2014,Nunavut [62],Fraud [2160],"Rate per 100,000 population",177.92
2015,Nunavut [62],Fraud [2160],"Rate per 100,000 population",131.55
2016,Nunavut [62],Fraud [2160],"Rate per 100,000 population",213.66
2017,Nunavut [62],Fraud [2160],"Rate per 100,000 population",143.82
2018,Nunavut [62],Fraud [2160],"Rate per 100,000 population",196.63
2019,Nunavut [62],Fraud [2160],"Rate per 100,000 population",183.87
2020,Nunavut [62],Fraud [2160],"Rate per 100,000 population",182.96
2000,Nunavut [62],Counterfeiting [3420],Actual incidents,2
2001,Nunavut [62],Counterfeiting [3420],Actual incidents,1
2002,Nunavut [62],Counterfeiting [3420],Actual incidents,7
2003,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2004,Nunavut [62],Counterfeiting [3420],Actual incidents,2
2005,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2006,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2007,Nunavut [62],Counterfeiting [3420],Actual incidents,1
2008,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2009,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2010,Nunavut [62],Counterfeiting [3420],Actual incidents,1
2011,Nunavut [62],Counterfeiting [3420],Actual incidents,4
2012,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2013,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2014,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2015,Nunavut [62],Counterfeiting [3420],Actual incidents,2
2016,Nunavut [62],Counterfeiting [3420],Actual incidents,2
2017,Nunavut [62],Counterfeiting [3420],Actual incidents,3
2018,Nunavut [62],Counterfeiting [3420],Actual incidents,1
2019,Nunavut [62],Counterfeiting [3420],Actual incidents,1
2020,Nunavut [62],Counterfeiting [3420],Actual incidents,0
2000,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",7.27
2001,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",3.55
2002,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",24.29
2003,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2004,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",6.7
2005,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2006,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2007,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",3.19
2008,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2009,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2010,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",3
2011,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",11.7
2012,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2013,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2014,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2015,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",5.48
2016,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",5.41
2017,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",7.99
2018,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",2.62
2019,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",2.59
2020,Nunavut [62],Counterfeiting [3420],"Rate per 100,000 population",0
2000,Nunavut [62],Total weapons violations [310],Actual incidents,25
2001,Nunavut [62],Total weapons violations [310],Actual incidents,44
2002,Nunavut [62],Total weapons violations [310],Actual incidents,33
2003,Nunavut [62],Total weapons violations [310],Actual incidents,54
2004,Nunavut [62],Total weapons violations [310],Actual incidents,39
2005,Nunavut [62],Total weapons violations [310],Actual incidents,25
2006,Nunavut [62],Total weapons violations [310],Actual incidents,32
2007,Nunavut [62],Total weapons violations [310],Actual incidents,59
2008,Nunavut [62],Total weapons violations [310],Actual incidents,41
2009,Nunavut [62],Total weapons violations [310],Actual incidents,42
2010,Nunavut [62],Total weapons violations [310],Actual incidents,45
